Group,REFID,Synonym,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,DIM,UOM_MDC,UOM_UCUM,CF_UCODE10,Enum_Values,External_sites,Vendor_VMD,Vendor_Description
GASMON_CO2,MDC_CONC_AWAY_CO2,,151700,"A.7.4.8","Concentration | PartialPressure | CO2, Gas | Airway","Concentration (or partial pressure) of carbon dioxide in airway gas","%CO<sub>2</sub>, CO<sub>2</sub>, pCO<sub>2</sub>","Measured partial pressure of carbon dioxide in airway gas","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_CO2 {Philips}   {VIASYS} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {Editorial-RTMV}","CO2 concentration {Philips} Measured CO2 level {VIASYS} "
GASMON_CO2,MDC_CONC_AWAY_CO2_ET,,151708,"A.7.4.8","Concentration | PartialPressure, Expiration | CO2, Gas | Airway","End tidal carbon dioxide concentration (or partial pressure) in airway gas","%CO<sub>2</sub> ET, EtCO<sub>2</sub>","Partial pressure of carbon dioxide in airway gas measured at the end of expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_CO2 {Philips}   {Spacelabs} PHYSIO_SRC_ID_ETCO2 {Draeger} PHYSIO_SRC_ID_MGM {Draeger}   {VIASYS}","End-Tidal CO2 Concentration {Philips} End-Tidal CO2 Concentration {Spacelabs} End-tidal Carbon Dioxide {Draeger} Peak expired CO2 level  {VIASYS}"
GASMON_CO2,MDC_CONC_AWAY_CO2_EXP,,151712,"A.7.4.8","Concentration | PartialPressure, Expiration | CO2, Gas | Airway","Expired carbon dioxide concentration (or partial pressure) in airway gas"," %CO<sub>2</sub> exp,<br/>pCO<sub>2</sub> exp","Partial pressure of carbon dioxide in airway gas measured during expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_ETCO2 {Draeger} MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {Editorial-RTMV}","Mixed-Expired CO2 {Draeger} Expired CO2 {GE} "
GASMON_CO2,MDC_CONC_AWAY_CO2_EXP_PLATEAU_ALV_SLOPE,,153320,"A.7.4.8","Concentration | PartialPressure, CO2, Alveolar Plateau, slope with respect to expired gas volume | Gas | Airway","Slope of the alveolar plateau CO2 concentration with respect to expired volume","S(III)","The slope of the CO2 concentration with respect to the expired gas volume during the alveolar plateau (Phase III) representing the emptying of alveoli with CO2-rich gas.  Method:  volumetric capnography.","L3L-3L-3","MDC_DIM_VOL_PERCENT_PER_L","%{vol}/L",272704,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASMON_CO2,MDC_CONC_AWAY_CO2_INSP,,151716,"A.7.4.8","Concentration | PartialPressure, Inspiration | CO2, Gas | Airway","Inspiratory carbon dioxide concentration (or partial pressure) in airway gas"," %CO<sub>2</sub> insp<br/>pCO<sub>2</sub> insp","Partial pressure of carbon dioxide in airway gas measured during inspiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_ETCO2 {Draeger} PHYSIO_SRC_ID_MGM {Draeger} MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {Editorial-RTMV}","Inspired Carbon Dioxide {Draeger} Inspired CO2 {GE} "
GASMON_CO2,MDC_CONC_AWAY_CO2_INSP_MIN,,151718,,"","","","","1 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG","% kPa mm[Hg]",262688 265987 266016,,,"PHYSIO_SRC_ID_CO2 {Philips}   {Spacelabs}","Inspired Minimum CO2 {Philips} Inspired Minimum CO2 {Spacelabs}"
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL,,152024,"A.7.4.8","Concentration | PartialPressure | Desflurane, Gas | Airway","Concentration (or partial pressure) of desflurane in airway gas","%Desflurane","Measured partial pressure of desflurane in airway gas","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Generic Desflurane label {Philips} "
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL_ET,,152084,"A.7.4.8","Concentration | PartialPressure, End Tidal | Desflurane, Gas | Airway","End tidal desflurane concentration (or partial pressure) in airway gas",,"Partial pressure of desflurane in airway gas measured at the end of expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips}","End-Tidal Desflurane Concentration {Philips}"
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL_ET_SETTING,,16929300,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","  {IEEE}",""
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL_EXP,,152112,"A.7.4.8","Concentration | PartialPressure, Expiration | Desflurane, Gas | Airway","Expired desflurane concentration (or partial pressure) in airway gas",,"Partial pressure of desflurane in airway gas measured during expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Expired Desflurane {GE} "
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL_INSP,,152168,"A.7.4.8","Concentration | PartialPressure, Inspiration | Desflurane, Gas | Airway","Inspiratory desflurane concentration (or partial pressure) in airway gas",,"Partial pressure of desflurane in airway gas measured during inspiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Inspired Desflurane Concentration {Philips} Inspired Desflurane {GE} "
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL,,152028,"A.7.4.8","Concentration | PartialPressure | Enflurane, Gas | Airway","Concentration (or partial pressure) of enflurane in airway gas","%Enflurane","Measured partial pressure of enflurane in airway gas","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Generic Enflurane label {Philips} "
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL_ET,,152088,"A.7.4.8","Concentration | PartialPressure, End Tidal | Enflurane, Gas | Airway","End tidal enflurane concentration (or partial pressure) in airway gas",,"Partial pressure of enflurane in airway gas measured at the end of expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} PHYSIO_SRC_ID_MGM {Draeger}","End-Tidal Enflurane Concentration {Philips} End-tidal Enflurane {Draeger}"
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL_ET_SETTING,,16929304,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","  {IEEE}",""
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL_EXP,,152116,"A.7.4.8","Concentration | PartialPressure, Expiration | Enflurane, Gas | Airway","Expired enflurane concentration (or partial pressure) in airway gas",,"Partial pressure of enflurane in airway gas measured during expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Expired Enflurane {GE} "
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL_INSP,,152172,"A.7.4.8","Concentration | PartialPressure, Inspiration | Enflurane, Gas | Airway","Inspiratory enflurane concentration (or partial pressure) in airway gas",,"Partial pressure of enflurane in airway gas measured during inspiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Inspired Enflurane Concentration {Philips} Inspired Enflurane {GE} "
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH,,152032,"A.7.4.8","Concentration | PartialPressure | Halothane, Gas | Airway","Concentration (or partial pressure) of halothane in airway gas","%Halothane","Measured partial pressure of halothane in airway gas","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Generic Halothane label {Philips} "
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH_ET,,152092,"A.7.4.8","Concentration | PartialPressure, End Tidal | Halothane, Gas | Airway","End tidal halothane concentration (or partial pressure) in airway gas",,"Partial pressure of halothane in airway gas measured at the end of expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} PHYSIO_SRC_ID_MGM {Draeger}","End-Tidal Halothane Concentration {Philips} End-tidal Halothane {Draeger}"
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH_ET_SETTING,,16929308,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","  {IEEE}",""
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH_EXP,,152120,"A.7.4.8","Concentration | PartialPressure, Expiration | Halothane, Gas | Airway","Expired halothane concentration (or partial pressure) in airway gas",,"Partial pressure of halothane in airway gas measured during expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Expired Halothane {GE} "
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH_INSP,,152176,"A.7.4.8","Concentration | PartialPressure, Inspiration | Halothane, Gas | Airway","Inspiratory halothane concentration (or partial pressure) in airway gas",,"Partial pressure of halothane in airway gas measured during inspiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Inspired Halothane Concentration {Philips} Inspired Halothane {GE} "
GASMON_HE,MDC_CONC_AWAY_HE,,153040,"A.7.4.8","Concentration | PartialPressure | He, Gas | Airway","Concentration (or partial pressure) of helium in airway gas","%He, HE","Measured partial pressure of helium in airway gas","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASMON_HE,MDC_CONC_AWAY_HE_ET,,153044,"A.7.4.8","Concentration | PartialPressure, Expiration | He, Gas | Airway","End tidal helium concentration (or partial pressure) in airway gas",,"Partial pressure of helium in airway gas measured at the end of expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASMON_HE,MDC_CONC_AWAY_HE_EXP,,153048,"A.7.4.8","Concentration | PartialPressure, Expiration | He, Gas | Airway","Expired helium concentration (or partial pressure) in airway gas",,"Partial pressure of helium in airway gas measured during expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASMON_HE,MDC_CONC_AWAY_HE_INSP,,153052,"A.7.4.8","Concentration | PartialPressure, Inspiration | He, Gas | Airway","Inspiratory helium concentration (or partial pressure) in airway gas",,"Partial pressure of helium in airway gas measured during inspiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASMON_AA_ISOFL,MDC_CONC_AWAY_ISOFL,,152040,"A.7.4.8","Concentration | PartialPressure | Isoflurane, Gas | Airway","Concentration (or partial pressure) of isoflurane in airway gas","%Isoflurane","Measured partial pressure of isoflurane in airway gas","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Generic Isoflurane label {Philips} "
GASMON_AA_ISOFL,MDC_CONC_AWAY_ISOFL_ET,,152100,"A.7.4.8","Concentration | PartialPressure, End Tidal | Isoflurane, Gas | Airway","End tidal isoflurane concentration (or partial pressure) in airway gas",,"Partial pressure of isoflurane in airway gas measured at the end of expiration","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_Agent {Philips} PHYSIO_SRC_ID_MGM {Draeger}","End-Tidal Isoflurane Concentration {Philips} End-tidal Isoflurane {Draeger}"
GASMON_AA_ISOFL,MDC_CONC_AWAY_ISOFL_ET_SETTING,,16929316,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","  {IEEE}",""
