LOINC_NUM,LOINC_LONG_COMMON_NAME,IEEE_CF_CODE10,IEEE_REFID,IEEE_DESCRIPTION,IEEE_DIM,IEEE_UOM_UCUM
8385-7,Pulmonary artery Diastolic blood pressure,150046,MDC_PRESS_BLD_ART_PULM_DIA,Diastolic pressure of the blood in the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8399-8,Left atrial Intrachamber mean pressure,150067,MDC_PRESS_BLD_ATR_LEFT_MEAN,Mean pressure of the blood in the left atrium of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8400-4,Right atrial Intrachamber mean pressure,150071,MDC_PRESS_BLD_ATR_RIGHT_MEAN,Mean pressure of the blood in the right atrium of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8404-6,Left ventricular Intrachamber mean pressure,150103,MDC_PRESS_BLD_VENT_LEFT_MEAN,Mean pressure of the blood in the left ventricle of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8406-1,Right ventricular Intrachamber mean pressure,150107,MDC_PRESS_BLD_VENT_RIGHT_MEAN,Mean pressure of the blood in the right ventricle of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8414-5,Pulmonary artery Mean blood pressure,150047,MDC_PRESS_BLD_ART_PULM_MEAN,Mean pressure of the blood in the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8430-1,Left ventricular Intrachamber systolic pressure,150101,MDC_PRESS_BLD_VENT_LEFT_SYS,Systolic pressure of the blood in the left ventricle of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8432-7,Right ventricular Intrachamber systolic pressure,150105,MDC_PRESS_BLD_VENT_RIGHT_SYS,Systolic pressure of the blood in the right ventricle of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8440-0,Pulmonary artery Systolic blood pressure,150045,MDC_PRESS_BLD_ART_PULM_SYS,Systolic pressure of the blood in the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8498-8,Femoral artery Diastolic blood pressure,150650,MDC_PRESS_BLD_ART_FEMORAL_DIA,Mean pressure of the blood in the femoral artery.,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8501-9,Umbilical artery Diastolic blood pressure,150058,MDC_PRESS_BLD_ART_UMB_DIA,Diastolic pressure of the blood in the umbilical arteries of a fetus,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8504-3,Femoral artery Mean blood pressure,150651,MDC_PRESS_BLD_ART_FEMORAL_MEAN,Diastolic pressure of the blood in the femoral artery.,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8507-6,Umbilical artery Mean blood pressure,150059,MDC_PRESS_BLD_ART_UMB_MEAN,Mean pressure of the blood in the umbilical arteries of a fetus,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8510-0,Femoral artery Systolic blood pressure,150649,MDC_PRESS_BLD_ART_FEMORAL_SYS,Systolic pressure of the blood in the femoral artery.,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8513-4,Umbilical artery Systolic blood pressure,150057,MDC_PRESS_BLD_ART_UMB_SYS,Systolic pressure of the blood in the umbilical arteries of a fetus,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8591-0,Central venous pressure (CVP) Mean,150087,MDC_PRESS_BLD_VEN_CENT_MEAN,Mean pressure of the blood in the thoracic venae cavae,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8616-5,Premature ventricular contractions,148066,MDC_ECG_V_P_C_RATE,,T-1,/min 1/min {beat}/min {beats}/min
8634-8,Q-T interval,147232,MDC_ECG_TIME_PD_QT_GL,Duration of the interval between the QRS onset and T wave offset of ECG (global),T,ms
8636-3,Q-T interval corrected,147236,MDC_ECG_TIME_PD_QTc,"Duration of the interval between the QRS onset and T wave offset, related to heart rate 60 beats per minute of ECG (global), Bazett formula",T,ms
8637-1,R-R interval by EKG,147240,MDC_ECG_TIME_PD_RR_GL,Duration of the interval between two consecutive QRS complexes,T,ms
8741-1,Left ventricular Cardiac output,150276,MDC_OUTPUT_CARD,Quantity of blood pumped by the left ventricle into the aorta per minute,,L/min
8828-6,Pulmonary vascular Resistance,150308,MDC_RES_VASC_PULM,Resistance to blood flow in the pulmonary vessels,L-4MT-1 L-4MT-1 L-4MT-1,dyn.s/cm5 [PRU] mm[Hg].s/mL [wood'U] mm[Hg].min/L
8831-0,Systemic vascular Resistance,150312,MDC_RES_VASC_SYS,Resistance to blood flow in the systemic circulation,L-4MT-1 L-4MT-1 L-4MT-1,dyn.s/cm5 [PRU] mm[Hg].s/mL [wood'U] mm[Hg].min/L
8834-4,Pulmonary vascular Resistance index,152852,MDC_RES_VASC_PULM_INDEX,"Pulmonary Vascular Resistance Index, normalized with respect to body surface area",L-2MT-1,dyn.s.m2/cm5 dyn.s.cm-5.m2
8837-7,Systemic vascular Resistance index,149760,MDC_RES_VASC_SYS_INDEX,Difference between systemic and pulmonary resistance,L-2MT-1,dyn.s.m2/cm5 dyn.s.cm-5.m2
8861-7,Left ventriclar Stroke work,150428,MDC_WK_LV_STROKE,Work of left ventricle of the heart in one cardiac cycle,L2MT-2,gf.m
8863-3,Left ventricular stroke work index,149764,MDC_WK_LV_STROKE_INDEX,Work of left ventricle of the heart in one cardiac cycle and related to body surface area (LVSW/BSA),L2MT-2L-2 L2MT-2L-2,kgf.m/m2 gf.m/m2
8864-1,Right ventricular Stroke work index,150644,MDC_WK_RV_STROKE_INDEX,Work of right ventricle of the heart in one cardiac cycle and related to body surface area (RVSW/BSA),L2MT-2L-2 L2MT-2L-2,kgf.m/m2 gf.m/m2
8889-8,Heart rate by Pulse oximetry,149530,MDC_PULS_OXIM_PULS_RATE,,T-1 T-1 T-1,/min 1/min {count}/min /min 1/min {beat}/min {beats}/min /min 1/min {pulse}/min {pulses}/min
8897-1,QRS complex Ventricles by EKG,147842,MDC_ECG_CARD_BEAT_RATE,,T-1,/min 1/min {beat}/min {beats}/min
8897-1,QRS complex Ventricles by EKG,147842,MDC_ECG_HEART_RATE,Rate of cardiac beats,T-1,/min 1/min {beat}/min {beats}/min
9267-6,Glasgow coma score eye opening,153730,MDC_SCORE_EYE_SUBSC_GLAS_COMA,Subscore for visual reactions of score that monitors the neurologic status and probable outcome of patient,,
9268-4,Glasgow coma score motor,153731,MDC_SCORE_MOTOR_SUBSC_GLAS_COMA,Subscore for motoric reactions of score that monitors the neurologic status and probable outcome of patient,,
9269-2,Glasgow coma score total,153728,MDC_SCORE_GLAS_COMA,Score that monitors the neurologic status and probable outcome of patient,,
9270-0,Glasgow coma score verbal,153732,MDC_SCORE_SUBSC_VERBAL_GLAS_COMA,Subscore for verbal reactions of score that monitors the neurologic status and probable outcome of patient,,
9279-1,Respiratory rate,151562,MDC_RESP_RATE,Rate of breathing; method not specified,T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
9843-4,Head Occipital-frontal circumference,153856,MDC_CIRCUM_HEAD,Circumference of the head,L ,cm [in_i]
